aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;NIH3T3;CHEMBL615497;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307716;Target assigned is non-molecular;1;In vitro cytotoxicity was evaluated in mouse embryo BALB/c 3T3 cells;CHEMBL1130863;Non-molecular target assigned;N;;1;CHEMBL614822;;
CLD0;;ADJ/PC6;CHEMBL620509;[];Mus musculus;[];;;10090.0;;Plasma;F;Functional;BAO_0000219;cell-based format;CHEMBL3307899;Target assigned is non-molecular;1;Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor;CHEMBL1121753;Non-molecular target assigned;N;;1;CHEMBL614265;CHEMBL3559721;
CLD0;;ADJ/PC6;CHEMBL620511;[];Mus musculus;[];;;10090.0;;Plasma;A;ADME;BAO_0000219;cell-based format;CHEMBL3307899;Target assigned is non-molecular;1;Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group;CHEMBL1121753;Non-molecular target assigned;N;;1;CHEMBL614265;CHEMBL3559721;
CLD0;;;CHEMBL628290;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Calculated membrane partition coefficient (Kmemb);CHEMBL1149124;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL633649;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Delta logD (logD6.5 - logD7.4);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL635477;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD7.4);CHEMBL1124835;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL635885;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;The half life at a pH 1.2;CHEMBL1127411;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL632735;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;The half life at a physiological pH;CHEMBL1127411;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL634283;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD6.5);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL874960;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Ionization constant (pKa);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
