aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;;CHEMBL3137722;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;Moderate liver toxicity, defined via clinical-chemistry results: ALT or AST serum activity 6 times the normal upper limit (N) or alkaline phosphatase serum activity of 1.7 N. Value is number of references indexed. [column 'BIOL' in source];CHEMBL3137667;Non-molecular target assigned;N;1;1;CHEMBL3879801;CHEMBL3559723;
CLD0;;;CHEMBL3137723;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;Highest frequency of moderate liver toxicity observed during clinical trials, expressed as a percentage. [column '% BIOL' in source];CHEMBL3137667;Non-molecular target assigned;N;2;1;CHEMBL3879801;CHEMBL3559723;
CLD0;;;CHEMBL3137724;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Default value - Target unknown or has yet to be assigned;0;Acute liver toxicity defined via clinical observations and clear clinical-chemistry results: serum ALT or AST activity > 6 N or serum alkaline phosphatases activity > 1.7 N. This category includes cytolytic, choleostatic and mixed liver toxicity. Value is number of references indexed. [column 'AIGUE' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;3;1;CHEMBL612545;CHEMBL3559723;
CLD0;;;CHEMBL3137725;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;Highest frequency of acute liver toxicity observed during clinical trials, expressed as a percentage. [column '% AIGUE' in source];CHEMBL3137667;Non-molecular target assigned;N;4;1;CHEMBL3879801;CHEMBL3559723;
CLD0;;;CHEMBL3137726;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Default value - Target unknown or has yet to be assigned;0;Cytolytic liver toxicity, either proven histopathologically or where the ratio of maximal ALT or AST activity above normal to that of Alkaline Phosphatase is > 5 (see ACUTE). Value is number of references indexed. [column 'CYTOL' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;5;1;CHEMBL612545;CHEMBL3559723;
CLD0;;;CHEMBL3137727;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Default value - Target unknown or has yet to be assigned;0;Choleostatic liver toxicity, either proven histopathologically or where the ratio of maximal ALT or AST activity above normal to that of Alkaline Phosphatase is < 2 (see ACUTE). Value is number of references indexed. [column 'CHOLE' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;6;1;CHEMBL612545;CHEMBL3559723;
CLD0;;;CHEMBL3137728;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Default value - Target unknown or has yet to be assigned;0;Severe hepatitis, defined as possibly life-threatening liver failure or through clinical observations. Value is number of references indexed. [column 'MASS' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;7;1;CHEMBL612545;CHEMBL3559723;
CLD0;;;CHEMBL3137729;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Default value - Target unknown or has yet to be assigned;0;Chronic liver disease either proven histopathologically, or through a chonic elevation of serum amino-transferase activity after 6 months. Value is number of references indexed. [column 'CHRON' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;8;1;CHEMBL612545;CHEMBL3559723;
CLD0;;;CHEMBL3137730;[];Homo sapiens;[];;;9606;;;T;Toxicity;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Cirrhosis, proven histopathologically. Value is number of references indexed. [column 'CIRRH' in source];CHEMBL3137667;Default value - Target has yet to be curated;U;9;1;CHEMBL612545;;
CLD0;;;CHEMBL3137731;[];Homo sapiens;[];;;9606;;Liver;T;Toxicity;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;Granulomatous liver disease, proven histopathologically. Value is number of references indexed. [column 'GRAN' in source];CHEMBL3137667;Non-molecular target assigned;N;10;1;CHEMBL3879801;CHEMBL3559723;
