aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;A498;CHEMBL619959;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308425;Target assigned is non-molecular;1;Cytotoxicity against A 498 tumor cell line;CHEMBL1132544;Non-molecular target assigned;N;;1;CHEMBL614516;;
CLD0;;A204;CHEMBL618619;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308354;Target assigned is non-molecular;1;Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells;CHEMBL1128100;Non-molecular target assigned;N;;1;CHEMBL614514;;
CLD0;;A498;CHEMBL884012;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308425;Target assigned is non-molecular;1;Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells;CHEMBL1128100;Non-molecular target assigned;N;;1;CHEMBL614516;;
CLD0;;;CHEMBL628290;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Calculated membrane partition coefficient (Kmemb);CHEMBL1149124;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL636076;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Tested for the partition coefficient between water and n-octanol.;CHEMBL1124930;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL634454;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Compound was evaluated for the change in Tm of isolated helical DNA in solution.;CHEMBL1123251;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL635477;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD7.4);CHEMBL1124835;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL858438;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (log P) was the log of ratio of concentration in octanol / water partitioned concentration in phosphate buffer at pH 7.4.;CHEMBL1122652;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL633732;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient in octanol-phosphate buffer at pH 7.4;CHEMBL1123251;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL633721;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logP);CHEMBL1122587;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL635338;[];;[];;;;;;B;Binding;BAO_0000225;nucleic acid format;;Target assigned is molecular non-protein target;3;DNA binding dissociation constant as KD;CHEMBL1122633;Molecular target other than protein assigned;M;;1;CHEMBL345;;
CLD0;;OCI-AML2;CHEMBL641182;[];;[];;;;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308300;Target assigned is non-molecular;1;Cytotoxic activity against D100 daunorubicin (100 nM) resistant AML-2 cell line was determined;CHEMBL1136495;Non-molecular target assigned;N;;1;CHEMBL2366220;;
CLD0;;OCI-AML2;CHEMBL641183;[];;[];;;;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308300;Target assigned is non-molecular;1;Cytotoxic activity against DX-100: doxorubicin (100 ng/mL) resistant AML-2 cell line was determined;CHEMBL1136495;Non-molecular target assigned;N;;1;CHEMBL2366220;;
CLD0;;OCI-AML2;CHEMBL641184;[];;[];;;;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308300;Target assigned is non-molecular;1;Cytotoxic activity against wild type AML-2 leukemia cell line was determined;CHEMBL1136495;Non-molecular target assigned;N;;1;CHEMBL2366220;;
CLD0;;B16;CHEMBL650334;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308454;Target assigned is non-molecular;1;In vitro antiproliferative activity against B16 cell lines;CHEMBL1130292;Non-molecular target assigned;N;;1;CHEMBL381;;
CLD0;;B16;CHEMBL883253;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308454;Target assigned is non-molecular;1;Cytotoxicity that caused a 50% reduction in absorbance at 490 nm in B16 mouse melanoma cells using MTS assay.;CHEMBL1133679;Non-molecular target assigned;N;;1;CHEMBL381;;
CLD0;;;CHEMBL651225;[];Bacillus cereus;[];;;1396.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Compound was tested for antibacterial activity against Bacillus cereus WSU-60;CHEMBL1123433;Non-molecular target assigned;N;;1;CHEMBL613070;;
CLD0;;;CHEMBL650278;[];Bacillus subtilis;[];;;1423.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;"Compound was tested for its lambda-phage induction activity against Bacillus subtilis in a disk plate assay at concentration of dose of 0.8 ug/mL; Active";CHEMBL1121563;Non-molecular target assigned;N;;1;CHEMBL359;;
CLD0;;;CHEMBL650410;[];Bacillus subtilis;[];;;1423.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Compound was tested for antibacterial activity against Bacillus subtilis ATCC E6051;CHEMBL1123433;Non-molecular target assigned;N;;1;CHEMBL359;;
CLD0;;CCRF-CEM;CHEMBL653319;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307641;Target assigned is non-molecular;1;In vitro growth inhibitory activity against CCRF-CEM (human lymphoblastic leukemic) cells.;CHEMBL1122048;Non-molecular target assigned;N;;1;CHEMBL382;;
CLD0;;CCRF-CEM;CHEMBL655115;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307641;Target assigned is non-molecular;1;Inhibitory activity against CCRF-CEM(human leukemic lymphoblastic) cells in culture.;CHEMBL1122143;Non-molecular target assigned;N;;1;CHEMBL382;;
CLD0;;CCRF-CEM;CHEMBL655021;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307641;Target assigned is non-molecular;1;Effect on cross resistance of CCRF-CEM cells resistant to vincristine.;CHEMBL1124835;Non-molecular target assigned;N;;1;CHEMBL382;;
CLD0;;CHO;CHEMBL653981;[];Cricetulus griseus;[];;;10029.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308072;Target assigned is non-molecular;1;Cytotoxicity of compound was tested against CHO cell line (Chinese hamster ovary) after incubation for 24 hour;CHEMBL1126488;Non-molecular target assigned;N;;1;CHEMBL613853;;
CLD0;;CHO;CHEMBL653982;[];Cricetulus griseus;[];;;10029.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308072;Target assigned is non-molecular;1;Cytotoxicity of compound was tested against CHO cell line (Chinese hamster ovary) after incubation for 72 hour;CHEMBL1126488;Non-molecular target assigned;N;;1;CHEMBL613853;;
CLD0;;CHO;CHEMBL876078;[];Cricetulus griseus;[];;;10029.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308072;Target assigned is non-molecular;1;Effect on cross resistance of CHO cells resistant to colchicine (CHRC5);CHEMBL1124835;Non-molecular target assigned;N;;1;CHEMBL613853;;
CLD0;;;CHEMBL656151;[];Bos taurus;[];;;9913.0;;;F;Functional;BAO_0000019;assay format;;Target assigned is molecular non-protein target;3;Thermal denaturation temperature (Tm) of isolated calf thymus helical DNA was measured;CHEMBL1122183;Molecular target other than protein assigned;M;;1;CHEMBL345;;
CLD0;;CAPAN-1;CHEMBL656158;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307640;Target assigned is non-molecular;1;Cytotoxicity of compound was tested against Capan-1 cell line (pancreatic carcinoma) after incubation for 24 hour;CHEMBL1126488;Non-molecular target assigned;N;;1;CHEMBL614536;;
CLD0;;CAPAN-1;CHEMBL656320;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307640;Target assigned is non-molecular;1;Cytotoxicity of compound was tested against Capen-1 cell line (pancreatic carcinoma) after incubation for 72 hour;CHEMBL1126488;Non-molecular target assigned;N;;1;CHEMBL614536;;
CLD0;;;CHEMBL658165;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000019;assay format;;Target assigned is non-molecular;1;Tested for the cytotoxicity(1 hour incubation) against human colon tumor cell lines colon 4).;CHEMBL1124930;Non-molecular target assigned;N;;1;CHEMBL3879801;;
CLD0;;;CHEMBL658166;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000019;assay format;;Target assigned is non-molecular;1;Tested for the cytotoxicity (continuous incubation) against human colon tumor cell lines (colon 4)determined by clonogenic assay.;CHEMBL1124930;Non-molecular target assigned;N;;1;CHEMBL3879801;;
CLD0;;;CHEMBL662299;[];Cricetulus griseus;[];;;10029.0;;;F;Functional;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Effect on cross resistance of chinese hamster cells resistant to Actinomycin D.;CHEMBL1124835;Default value - Target has yet to be curated;U;;1;CHEMBL612545;;
CLD0;;;CHEMBL662786;[];Clostridium histolyticum;[];;;1498.0;;;B;Binding;BAO_0000357;single protein format;;Homologous single protein target assigned;8;Inhibitory concentration against Clostridium histolyticum Collagenase;CHEMBL1126272;Homologous protein target assigned;H;;1;CHEMBL333;;
CLD0;;;CHEMBL664992;[];Corynebacterium diphtheriae;[];;;1717.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Compound was tested for antibacterial activity against Corynebacterium diphtheria WSU;CHEMBL1123433;Non-molecular target assigned;N;;1;CHEMBL612638;;
CLD0;;;CHEMBL661369;[];Bos taurus;[];;;9913.0;;;B;Binding;BAO_0000225;nucleic acid format;;Target assigned is molecular non-protein target;3;Tested for the binding affinity for DNA by intercalation between adjacent base pairs of the helix.;CHEMBL1124930;Molecular target other than protein assigned;M;;1;CHEMBL345;;
CLD0;;;CHEMBL665560;[];Bos taurus;[];;;9913.0;;;B;Binding;BAO_0000225;nucleic acid format;;Target assigned is molecular non-protein target;3;"Binding affinity to Calf thymus DNA type XV; value ranges from 4E6 - 6E6 M-1";CHEMBL1151523;Molecular target other than protein assigned;M;;1;CHEMBL345;;
