aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;K562;CHEMBL700266;[];;[];;;;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308378;Target assigned is non-molecular;1;Cytotoxic activity against K562 erythroleukemic cells;CHEMBL1132317;Non-molecular target assigned;N;;1;CHEMBL385;;
CLD0;;;CHEMBL926687;[];Homo sapiens;[];;;9606.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Oral bioavailability in human;CHEMBL1141299;Non-molecular target assigned;N;;1;CHEMBL372;;
CLD0;;K562;CHEMBL927383;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308378;Target assigned is non-molecular;1;Cytotoxicity against human K562 cells after 5 days by XTT assay;CHEMBL1141448;Non-molecular target assigned;N;;1;CHEMBL385;;
CLD0;;;CHEMBL965578;[];Mus musculus;[];;;10090.0;;;B;Binding;BAO_0000019;assay format;;Direct single protein target assigned;9;Inhibition of mouse brain MAOA;CHEMBL1152129;Direct protein target assigned;D;;1;CHEMBL3681;;
CLD0;;;CHEMBL965580;[];Mus musculus;[];;;10090.0;;;B;Binding;BAO_0000019;assay format;;Direct single protein target assigned;9;Inhibition of mouse brain MAOB;CHEMBL1152129;Direct protein target assigned;D;;1;CHEMBL3050;;
CLD0;;;CHEMBL1035433;[];Homo sapiens;[];;;9606.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Total body clearance in human;CHEMBL1151930;Non-molecular target assigned;N;;1;CHEMBL372;;
CLD0;;;CHEMBL1035434;[];Homo sapiens;[];;;9606.0;In vivo;Kidney;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Renal clearance in human;CHEMBL1151930;Non-molecular target assigned;N;;1;CHEMBL372;CHEMBL3638241;
CLD0;;;CHEMBL1108963;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Octanol-water partition coefficient, log P of the compound;CHEMBL1157036;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL1266185;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Inhibition of neurosphere proliferation of mouse neural precursor cells by MTT assay;CHEMBL1255231;Default value - Target has yet to be curated;U;;1;CHEMBL612545;;
CLD0;;;CHEMBL1267245;[];Plasmodium falciparum;[];3D7;;5833.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay;CHEMBL1255382;Non-molecular target assigned;N;;1;CHEMBL364;;
