aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;A2780;CHEMBL619118;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308421;Target assigned is non-molecular;1;Compound was evaluated for cytotoxicity against A2780 cell lines.;CHEMBL1129744;Non-molecular target assigned;N;;1;CHEMBL614004;;
CLD0;;A2780;CHEMBL619150;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308421;Target assigned is non-molecular;1;In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI);CHEMBL1132370;Non-molecular target assigned;N;;1;CHEMBL614004;;
CLD0;;RPMI-8226;CHEMBL619302;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307732;Target assigned is non-molecular;1;In vitro inhibition of tumor cell growth in the human myeloma 8226 system.;CHEMBL1125355;Non-molecular target assigned;N;;1;CHEMBL614882;;
CLD0;;A549;CHEMBL620128;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307651;Target assigned is non-molecular;1;In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis);CHEMBL1135469;Non-molecular target assigned;N;;1;CHEMBL392;;
CLD0;;RPMI-8226;CHEMBL620360;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307732;Target assigned is non-molecular;1;In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.;CHEMBL1125355;Non-molecular target assigned;N;;1;CHEMBL614882;;
CLD0;;A549;CHEMBL621429;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307651;Target assigned is non-molecular;1;Tested against A549 lung carcinoma in the sulforhodamine B assay.;CHEMBL1129062;Non-molecular target assigned;N;;1;CHEMBL392;;
CLD0;;A549;CHEMBL623386;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307651;Target assigned is non-molecular;1;Activity against A549 cancer cell line.;CHEMBL1129597;Non-molecular target assigned;N;;1;CHEMBL392;;
CLD0;;A549;CHEMBL620339;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307651;Target assigned is non-molecular;1;Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line;CHEMBL1135121;Non-molecular target assigned;N;;1;CHEMBL392;;
CLD0;;A-375;CHEMBL624584;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308077;Target assigned is non-molecular;1;Inhibitory activity against human tumor cell line A0375 melanoma.;CHEMBL1128703;Non-molecular target assigned;N;;1;CHEMBL613859;;
CLD0;;A2780;CHEMBL619465;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308421;Target assigned is non-molecular;1;Concentration required to inhibit A2780-cell growth by 50%;CHEMBL1131065;Non-molecular target assigned;N;;1;CHEMBL614004;;
CLD0;;A2780;CHEMBL619469;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308421;Target assigned is non-molecular;1;Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs;CHEMBL1130313;Non-molecular target assigned;N;;1;CHEMBL614004;;
CLD0;;A2780;CHEMBL623407;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308421;Target assigned is non-molecular;1;In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780;CHEMBL1132370;Non-molecular target assigned;N;;1;CHEMBL614004;;
CLD0;;;CHEMBL626616;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.;CHEMBL1129744;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL626617;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.;CHEMBL1129744;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL633166;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Estimated pKa value of the compound;CHEMBL1125436;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL635339;[];;[];;;;;;B;Binding;BAO_0000225;nucleic acid format;;Target assigned is molecular non-protein target;3;"DNA binding dissociation constant as KD; No data";CHEMBL1122633;Molecular target other than protein assigned;M;;1;CHEMBL345;;
CLD0;;;CHEMBL857734;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Apparent equilibrium constant for DNA binding (C-T);CHEMBL1144932;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;UACC-375;CHEMBL636873;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307880;Target assigned is non-molecular;1;Inhibitory activity against AUC375 cell line;CHEMBL1129062;Non-molecular target assigned;N;;1;CHEMBL614127;;
CLD0;;B16;CHEMBL647080;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308454;Target assigned is non-molecular;1;Tested for activity against murine B-16 melanoma in mice and percent treated to the control values with the number of 60 day survivors;CHEMBL1123657;Non-molecular target assigned;N;;1;CHEMBL381;;
