aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;;CHEMBL618310;[];Homo sapiens;[];;;9606.0;;Plasma;A;ADME;BAO_0000366;cell-free format;;Default value - Target unknown or has yet to be assigned;0;Unbound fraction (plasma);CHEMBL1148291;Default value - Target has yet to be curated;U;;1;CHEMBL612558;CHEMBL3559721;
CLD0;;;CHEMBL624569;[];Homo sapiens;[];;;9606.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Default value - Target unknown or has yet to be assigned;0;Observed volume of distribution;CHEMBL1148291;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL628290;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Calculated membrane partition coefficient (Kmemb);CHEMBL1149124;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL631962;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Aqueous solubility;CHEMBL1132890;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL631377;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD7.4);CHEMBL1134540;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL631379;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;HPLC capacity factor (k);CHEMBL1133461;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL633649;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Delta logD (logD6.5 - logD7.4);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL634283;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD6.5);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL635170;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Dissociation constant (pKa);CHEMBL1148291;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL635931;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logP);CHEMBL1133461;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL639853;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Fraction ionized (pH 7.4);CHEMBL1135488;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL639855;[];;[];;;;;Plasma;A;ADME;BAO_0000366;cell-free format;;Default value - Target unknown or has yet to be assigned;0;Unbound fraction (plasma);CHEMBL1135488;Default value - Target has yet to be curated;U;;1;CHEMBL612558;CHEMBL3559721;
CLD0;;;CHEMBL638828;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Unbound fraction (tissues);CHEMBL1135488;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL874960;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Ionization constant (pKa);CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL637833;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logP) (HPLC);CHEMBL1133461;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL637835;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;HPLC capacity factor (k');CHEMBL1135488;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL633098;[];Homo sapiens;[];;;9606.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Default value - Target unknown or has yet to be assigned;0;Oral bioavailability in human;CHEMBL1133765;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL632931;[];;[];;;;In vivo;;A;ADME;BAO_0000218;organism-based format;;Default value - Target unknown or has yet to be assigned;0;Volume of distribution in man (IV dose);CHEMBL1135488;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL646313;[];;[];;;;;;B;Binding;BAO_0000357;single protein format;;Homologous single protein target assigned;8;The ability concentration.);CHEMBL1133182;Homologous protein target assigned;H;;1;CHEMBL3253;;
CLD0;;;CHEMBL734661;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Target assigned is molecular non-protein target;3;Binding affinity against human monoclonal antibody (mAb)-11E6;CHEMBL1135516;Molecular target other than protein assigned;M;;1;CHEMBL613294;;
CLD0;;;CHEMBL734662;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Target assigned is molecular non-protein target;3;Binding affinity against human monoclonal antibody (mAb)-1B3;CHEMBL1135516;Molecular target other than protein assigned;M;;1;CHEMBL613294;;
CLD0;;;CHEMBL734663;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Target assigned is molecular non-protein target;3;Binding affinity against human monoclonal antibody (mAb)-5C2;CHEMBL1135516;Molecular target other than protein assigned;M;;1;CHEMBL613294;;
CLD0;;;CHEMBL734664;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Target assigned is molecular non-protein target;3;Binding affinity against human monoclonal antibody (mAb)-7F2;CHEMBL1135516;Molecular target other than protein assigned;M;;1;CHEMBL613294;;
CLD0;;;CHEMBL771537;[];Rattus norvegicus;[];;;10116.0;;Serum;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Activity of alkaline phosphatase (ALP) tested in serum of rat when 18 ug/kg of compound was administered intramuscularly;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638229;
CLD0;;;CHEMBL772059;[];Rattus norvegicus;[];;;10116.0;;Serum;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Activity tested for the content of calcium in serum of rat when 18 ug/kg of compound was administered intramuscularly when compared to vehicle;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638229;
CLD0;;;CHEMBL772061;[];Rattus norvegicus;[];;;10116.0;;Femur;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Percentage content of calcium in femur tested in the compound using male ICR rats when compared to vehicle;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638194;
CLD0;;;CHEMBL789426;[];Rattus norvegicus;[];;;10116.0;;Femur;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Percentage content of phosphor in femur tested in the compound using male ICR rats;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638194;
CLD0;;;CHEMBL793603;[];Rattus norvegicus;[];;;10116.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Weight of rat body tested after intramuscular administration of 18 ug/kg of compound when compared to vehicle;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;;
CLD0;;;CHEMBL792923;[];Rattus norvegicus;[];;;10116.0;;Femur;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Weight of rat femur ash tested after intramuscular administration of 18 ug/kg of compound when compared to vehicle;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638194;
CLD0;;;CHEMBL792927;[];Rattus norvegicus;[];;;10116.0;;Femur;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Weight of rat femur tested after intramuscular administration of 18 ug/kg of compound when compared to vehicle;CHEMBL1144960;Non-molecular target assigned;N;;1;CHEMBL376;CHEMBL3638194;
CLD0;;;CHEMBL925051;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient, log P of the compound;CHEMBL1140614;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL925053;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Permeability across PAMPA membrane after 7 hrs;CHEMBL1140614;Default value - Target has yet to be curated;U;;1;CHEMBL612558;;
CLD0;;;CHEMBL926687;[];Homo sapiens;[];;;9606.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Oral bioavailability in human;CHEMBL1141299;Non-molecular target assigned;N;;1;CHEMBL372;;
CLD0;;HEK293;CHEMBL993349;[];Homo sapiens;[];;;9606.0;;;B;Binding;BAO_0000219;cell-based format;CHEMBL3307715;Direct single protein target assigned;9;Inhibition of 4-(4-(dimethylamino)styryl)-N-methylpyridinium uptake at human OCT1 expressed in HEK293 cells at 100 uM by confocal microscopy;CHEMBL1140113;Direct protein target assigned;D;;1;CHEMBL5685;;
CLD0;;Sf9;CHEMBL1006005;[];Homo sapiens;[];;;9606.0;In vitro;;B;Binding;BAO_0000219;cell-based format;CHEMBL3308860;Direct single protein target assigned;9;Effect on human MRP2-mediated estradiol-17-beta-glucuronide transport in Sf9 cells inverted membrane vesicles relative to control;CHEMBL1150338;Direct protein target assigned;D;;1;CHEMBL5748;;
