aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;;CHEMBL635477;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient (logD7.4);CHEMBL1124835;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;;CHEMBL650218;[];;[];;;;;;F;Functional;BAO_0000019;assay format;;Multiple homologous protein targets may be assigned;4;"Beta-blocking activity measured by applying the stepwise linear discriminate analysis; Inactive";CHEMBL1129855;Homologous protein target assigned;H;;1;CHEMBL2094118;;
CLD0;;L1210;CHEMBL706081;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308391;Target assigned is non-molecular;1;Compound was tested for its inhibitory activity against L1210 lymphoid leukemia;CHEMBL1123674;Non-molecular target assigned;N;;1;CHEMBL386;;
CLD0;;L1210;CHEMBL857778;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308391;Target assigned is non-molecular;1;Cross resistance profile versus L1210/R71 cells.;CHEMBL1124835;Non-molecular target assigned;N;;1;CHEMBL386;;
CLD0;;;CHEMBL943089;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Partition coefficient, log P of the compound;CHEMBL1140694;Default value - Target has yet to be curated;U;;1;CHEMBL2362975;;
CLD0;;HT-29;CHEMBL981345;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307768;Target assigned is non-molecular;1;Antiproliferative activity against human HT-29 cells after 96 hrs by MTT assay;CHEMBL1147285;Non-molecular target assigned;N;;1;CHEMBL384;;
CLD0;;HT-29;CHEMBL981347;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307768;Target assigned is non-molecular;1;Antiproliferative activity against human HT-29 cells at 1 ug after 48 hrs by two-layer agar-diffusion method;CHEMBL1147285;Non-molecular target assigned;N;;1;CHEMBL384;;
CLD0;;HT-29;CHEMBL981348;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307768;Target assigned is non-molecular;1;Antiproliferative activity against human HT-29 cells at 0.1 ug after 48 hrs by two-layer agar-diffusion method;CHEMBL1147285;Non-molecular target assigned;N;;1;CHEMBL384;;
CLD0;;HT-29;CHEMBL981349;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307768;Target assigned is non-molecular;1;Antiproliferative activity against human HT-29 cells at 0.01 ug after 48 hrs by two-layer agar-diffusion method;CHEMBL1147285;Non-molecular target assigned;N;;1;CHEMBL384;;
CLD0;;P388;CHEMBL981350;[];Mus musculus;[];;;10090.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308401;Target assigned is non-molecular;1;Antiproliferative activity against mouse P388 cells after 48 hrs by MTT assay;CHEMBL1147285;Non-molecular target assigned;N;;1;CHEMBL389;;
