"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL2045161";"P";"Dissociation constant, pKa of the compound";"";"1";"1";"BAO_0000100";"small-molecule physicochemical format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045167";"A";"Apparent permeability of the compound across apical to basolateral side in human Caco2 cells";"Homo sapiens";"2";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"";"";"Caco-2";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045183";"A";"Intrinsic clearance in rat microsomes";"Rattus norvegicus";"1";"1";"BAO_0000251";"microsome format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"10116";"";"";"";"Microsome";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045169";"T";"Induction of genotoxicity in Salmonella typhimurium by Ames test";"Salmonella enterica subsp. enterica serovar Typhimurium";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"90371";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045142";"B";"Inhibition of Smo in mouse C3H10T1/2 cells using human recombinant SHH assessed as effect on SMO/SHH transient transcriptional activation after 20 hrs by Gli-luciferase reporter assay";"Mus musculus";"12";"12";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"10090";"";"";"C3H 10T1/2";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045170";"A";"Induction of genotoxicity in micronucleus by micronucleus test";"";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045166";"A";"Percentage unbound in human plasma";"Homo sapiens";"2";"2";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"CHEMBL3559721";"Plasma";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045162";"P";"Chemical solubility of the compound in PBS at pH 6.5";"";"1";"1";"BAO_0000100";"small-molecule physicochemical format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045178";"A";"Oral bioavailability in rat at 1 mg/kg";"Rattus norvegicus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"10116";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
"CHEMBL2045158";"A";"Inhibition of CYP2C19";"";"1";"1";"BAO_0000357";"single protein format";"8";"8 - Homologous single protein target assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL2040751";"24900436";"10.1021/ml2002423";"2012";"ACS Med Chem Lett";"3";"106";"111";"";"";"";"";"";""
