"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL909307";"B";"Inhibition of human HGPRT at pH 7.4";"Homo sapiens";"10";"10";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL1138206";"17149876";"10.1021/jm061012j";"2006";"J Med Chem";"49";"7479";"7486";"";"";"";"";"";""
"CHEMBL1964065";"F";"PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line. (Class of assay: confirmatory) ";"";"34103";"34374";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"PubChem BioAssays";"";"";"";"SR";"";"CHEMBL1201862";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL910504";"B";"Inhibition of Plasmodium falciparum HGXPRT at pH 7.4";"Plasmodium falciparum";"11";"11";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"5833";"";"";"";"";"CHEMBL1138206";"17149876";"10.1021/jm061012j";"2006";"J Med Chem";"49";"7479";"7486";"";"";"";"";"";""
"CHEMBL1614445";"F";"PUBCHEM_BIOASSAY: Confirmation and Secondary Assays for Modulators of Hemoglobin Beta Chain Splicing at IVS2 654 and 705 loci. (Class of assay: confirmatory) [Related pubchem assays: 910, 931, 925, 930 ]";"Homo sapiens";"11";"11";"BAO_0000019";"assay format";"9";"9 - Direct single protein target assigned";"";"PubChem BioAssays";"9606";"";"";"";"";"CHEMBL1201862";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL965578";"B";"Inhibition of mouse brain MAOA";"Mus musculus";"385";"391";"BAO_0000019";"assay format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"10090";"";"";"";"";"CHEMBL1152129";"18834112";"10.1021/jm800656v";"2008";"J Med Chem";"51";"6740";"6751";"";"";"";"";"";""
"CHEMBL906871";"F";"Growth inhibition of human SK-OV-3 cells after 48 hrs by SRB protein assay";"Homo sapiens";"6";"12";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"";"";"SK-OV-3";"";"CHEMBL1143799";"17145120";"10.1016/j.ejmech.2006.10.012";"2007";"Eur J Med Chem";"42";"320";"326";"";"";"";"";"";""
"CHEMBL1697722";"A";"Literature-mined public compounds from Greene et al multi-species hepatotoxicity modelling dataset";"";"530";"544";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"";"";"";"";"";"CHEMBL1697692";"20553011";"10.1021/tx1000865";"2010";"Chem Res Toxicol";"23";"1215";"1222";"";"";"";"";"";""
"CHEMBL853908";"B";"Inhibition of Plasmodium falciparum HGXPRT at pH 8.5";"Plasmodium falciparum";"8";"8";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"5833";"";"";"";"";"CHEMBL1138206";"17149876";"10.1021/jm061012j";"2006";"J Med Chem";"49";"7479";"7486";"";"";"";"";"";""
"CHEMBL905778";"F";"Growth inhibition of human EKVX cells after 48 hrs by SRB protein assay";"Homo sapiens";"6";"12";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"";"";"EKVX ";"";"CHEMBL1143799";"17145120";"10.1016/j.ejmech.2006.10.012";"2007";"Eur J Med Chem";"42";"320";"326";"";"";"";"";"";""
"CHEMBL906887";"F";"Growth inhibition of human SK-MEL-5 cells after 48 hrs by SRB protein assay";"Homo sapiens";"6";"12";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"";"";"SK-MEL-5";"";"CHEMBL1143799";"17145120";"10.1016/j.ejmech.2006.10.012";"2007";"Eur J Med Chem";"42";"320";"326";"";"";"";"";"";""
"CHEMBL1794584";"F";"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]";"";"63980";"64461";"BAO_0000019";"assay format";"8";"8 - Homologous single protein target assigned";"";"PubChem BioAssays";"";"";"";"";"";"CHEMBL1201862";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1909184";"B";"DRUGMATRIX: Phosphodiesterase PDE3 enzyme inhibition (substrate: [3H]cAMP + cAMP)";"Homo sapiens";"871";"1742";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"DrugMatrix";"9606";"";"";"Platelet";"";"CHEMBL1909046";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1909097";"B";"DRUGMATRIX: ATPase, Na+/K+ enzyme inhibition (substrate: ATP)";"Sus scrofa";"871";"1742";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"DrugMatrix";"9823";"CHEMBL3638187";"Heart";"";"";"CHEMBL1909046";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1794499";"F";"PUBCHEM_BIOASSAY: Inhibitors of Regulator of G Protein Signaling (RGS) 4: qHTS. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504856]";"";"13678";"13785";"BAO_0000019";"assay format";"8";"8 - Homologous single protein target assigned";"";"PubChem BioAssays";"";"";"";"";"";"CHEMBL1201862";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1697779";"A";"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in rodents";"Rodentia";"944";"951";"BAO_0000221";"tissue-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9989";"CHEMBL3559723";"Liver";"";"";"CHEMBL1697731";"20014752";"10.1021/tx900326k";"2010";"Chem Res Toxicol";"23";"171";"183";"";"";"";"";"";""
"CHEMBL1909130";"B";"DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid)";"Homo sapiens";"871";"1742";"BAO_0000221";"tissue-based format";"9";"9 - Direct single protein target assigned";"";"DrugMatrix";"9606";"";"";"Platelet";"";"CHEMBL1909046";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1909155";"B";"DRUGMATRIX: Glycine, Strychnine-Sensitive radioligand binding (ligand: [3H] Strychnine)";"Rattus norvegicus";"871";"1742";"BAO_0000249";"cell membrane format";"5";"5 - Multiple direct protein targets may be assigned";"Wistar";"DrugMatrix";"10116";"CHEMBL3638246";"Spinal cord";"";"Membrane";"CHEMBL1909046";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL1909156";"B";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"";"871";"1742";"BAO_0000249";"cell membrane format";"8";"8 - Homologous single protein target assigned";"";"DrugMatrix";"32644";"";"";"CHO-K1";"Membrane";"CHEMBL1909046";"None";"None";"None";"None";"None";"None";"None";"";"";"";"";"";""
"CHEMBL905799";"F";"Growth inhibition of human LOX IMVI cells after 48 hrs by SRB protein assay";"Homo sapiens";"6";"12";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9606";"";"";"LOX IMVI ";"";"CHEMBL1143799";"17145120";"10.1016/j.ejmech.2006.10.012";"2007";"Eur J Med Chem";"42";"320";"326";"";"";"";"";"";""
