"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4325705";"B";"Inhibition of recombinant human Myc-DDK-tagged IDH1 R132C mutant using alpha-ketoglutarate as substrate preincubated for 15 mins followed by substrate and NADPH addition and measured after 45 mins by diaphorase/resazurin dye based assay";"Homo sapiens";"6";"6";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"O75874";"R132C"
"CHEMBL4325706";"B";"Inhibition of recombinant human Myc-DDK-tagged IDH1 R132H mutant using alpha-ketoglutarate as substrate preincubated for 15 mins followed by substrate and NADPH addition and measured after 45 mins by diaphorase/resazurin dye based assay";"Homo sapiens";"14";"14";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"O75874";"R132H"
"CHEMBL4325710";"B";"Inhibition of IDH1 R132C mutant in human HCT116 cells assessed as reduction in 2-HG levels after 24 hrs by RapidFire high-throughput mass spectrometry assay";"Homo sapiens";"6";"7";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"O75874";"R132C"
"CHEMBL4325730";"A";"Permeability of the compound by PAMPA";"";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"";""
"CHEMBL4325729";"A";"Ratio of fCmax in CD1 mouse at 100 mg/kg, po measured after 7 hrs to IC50 for recombinant human Myc-DDK-tagged IDH1 R132H mutant";"";"1";"1";"BAO_0000218";"organism-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"";""
"CHEMBL4325733";"A";"Efflux ratio of permeability in human Caco2 cells";"Homo sapiens";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9606";"";"";"Caco-2";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"";""
"CHEMBL4325716";"B";"Inhibition of IDH2 R172K mutant (unknown origin)";"Homo sapiens";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"P48735";"R172K"
"CHEMBL4325715";"B";"Inhibition of wild-type IDH1 (unknown origin)";"Homo sapiens";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"";""
"CHEMBL4325721";"F";"In vivo inhibition of IDH1 R132H mutant in human HCT116 cells xenografted in po dosed BALB/c nude mouse assessed as reduction in tumor 2-HG level administered at 12 hrs intervals for 3 times measured up to 24 hrs post-last dose by LC-MS analysis";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS | ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Neoplasm Oncology Models | Xenograft Oncology Models";"Neoplasms | Xenograft Models of Anti-Tumor Assays";"";""
"CHEMBL4325711";"B";"Inhibition of human Myc-DDK-tagged IDH1 R132H mutant expressed in human U87MG cells assessed as reduction in 2-HG levels after 24 hrs by rapidfire high-throughput mass spectrometric assay";"Homo sapiens";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9606";"";"";"";"";"CHEMBL4321881";"31971798";"10.1021/acs.jmedchem.9b01423";"2020";"J Med Chem";"63";"1612";"1623";"";"";"";"";"O75874";"R132H"
